DBN,School Name,"Total Parent 
Response Rate",Total Teacher Response Rate,Total Student Response Rate,Collaborative Teachers Score,Effective School Leadership Score,Rigorous Instruction Score,Supportive Environment Score,Strong Family-Community Ties Score,Trust Score
31R024,I.S. 024 Myra S. Barnes,70%,73%,99%,N/A,N/A,N/A,3.16,N/A,3.67
31R026,P.S. 026 The Carteret School,65%,90%,N/A,4.74,4.26,4.36,4.41,4.26,4.43
31R027,I.S. 027 Anning S. Prall,42%,100%,96%,3.74,3.39,2.72,2.72,2.28,3.28
31R028,The Eagle Academy For Young Men Of Staten Island,41%,95%,96%,4.08,3.90,3.07,3.32,4.24,4.32
31R029,P.S. 029 Bardwell,78%,93%,N/A,4.16,4.50,4.05,4.03,4.71,4.70
31R030,P.S. 030 Westerleigh,68%,82%,N/A,4.19,4.61,3.76,4.00,4.26,4.32
31R031,P.S. 031 William T. Davis,54%,61%,N/A,3.11,2.51,2.17,2.00,2.64,3.92
31R032,P.S. 032 The Gifford School,78%,98%,N/A,3.32,3.18,3.90,3.36,3.62,2.61
31R034,I.S. 034 Tottenville,85%,99%,100%,4.02,3.35,4.41,3.33,3.42,3.39
31R035,P.S. 35 The Clove Valley School,69%,79%,N/A,4.65,4.63,4.26,4.09,4.71,4.46
31R036,P.S. 036 J. C. Drumgoole,55%,63%,N/A,2.75,1.00,2.48,3.00,3.29,2.53
31R038,P.S. 038 George Cromwell,100%,88%,N/A,4.01,4.00,3.49,3.44,3.71,4.09
31R039,P.S. 39 Francis J. Murphy Jr.,35%,94%,N/A,4.66,3.90,3.94,3.13,3.72,3.94
31R041,The Stephanie A. Vierno School,69%,90%,N/A,3.65,3.14,4.47,3.37,4.08,3.28
31R042,P.S. 042 Eltingville,68%,94%,N/A,3.69,3.58,3.05,3.82,4.15,3.85
31R044,P.S. 044 Thomas C. Brown,43%,46%,N/A,N/A,N/A,N/A,2.31,N/A,2.07
31R045,P.S. 045 John Tyler,53%,78%,N/A,4.55,4.02,4.35,3.74,4.05,3.80
31R046,P.S. 046 Albert V. Maniscalco,48%,96%,N/A,4.61,3.67,2.80,2.88,3.71,4.41
31R047,Csi High School For International Studies,77%,73%,93%,4.52,4.60,4.78,4.24,4.09,3.95
31R048,P.S. 048 William G. Wilcox,62%,82%,96%,4.71,4.50,4.27,3.87,3.86,4.17
31R049,I.S. 49 Berta A. Dreyfus,29%,74%,64%,2.07,2.56,1.87,1.95,1.65,2.04
31R050,P.S. 050 Frank Hankinson,57%,93%,N/A,3.91,4.01,3.58,3.86,4.15,4.15
31R051,I.S. 051 Edwin Markham,22%,80%,92%,N/A,N/A,N/A,2.70,N/A,3.97
31R052,P.S. 052 John C. Thompson,81%,80%,N/A,4.07,4.45,3.65,3.44,4.05,4.22
31R053,The Barbara Esselborn School,91%,93%,N/A,4.63,4.39,4.43,3.98,4.05,4.32
31R054,P.S. 054 Charles W. Leng,77%,93%,N/A,4.50,3.63,3.52,3.94,4.05,3.89
31R055,P.S. 055 Henry M. Boehm,76%,66%,N/A,4.48,3.55,3.68,3.87,4.26,3.76
31R056,P.S. 56 The Louis Desario School,77%,74%,N/A,4.11,3.36,3.49,3.22,3.29,3.30
31R057,P.S. 057 Hubert H. Humphrey,50%,96%,N/A,3.29,3.09,3.01,2.79,2.65,2.91
31R058,Space Shuttle Columbia School,100%,100%,N/A,3.83,3.62,3.45,3.31,3.29,4.06
31R059,The Harbor View School,51%,74%,N/A,3.58,4.38,3.88,3.40,4.20,4.51
31R060,P.S. 060 Alice Austen,51%,78%,N/A,3.87,3.27,3.97,3.37,3.94,2.84
31R061,I.S. 061 William A Morris,43%,99%,92%,4.02,2.69,3.94,2.72,2.55,2.84
31R062,The Kathleen Grimm School For Leadership And Sustainability,92%,100%,N/A,4.97,4.49,4.92,4.47,4.20,4.50
31R063,Marsh Avenue School For Expeditionary Learning,45%,88%,90%,4.14,3.54,4.30,3.53,3.66,3.17
31R064,Gaynor Mccown Expeditionary Learning School,59%,89%,98%,3.64,3.76,3.39,3.03,3.64,3.61
31R065,P.S. 65 The Academy Of Innovative Learning,77%,81%,N/A,4.05,4.65,3.59,4.36,4.40,4.10
31R068,Port Richmond School For Visionary Learning,92%,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31R069,P.S. 069 Daniel D. Tompkins,88%,80%,N/A,3.92,2.95,4.65,3.61,3.83,2.36
31R072,I.S. 072 Rocco Laurie,76%,92%,97%,4.37,3.70,3.42,3.14,2.57,3.27
31R074,P.S. 74 Future Leaders Elementary School,67%,41%,N/A,4.38,4.37,3.37,2.20,3.82,3.69
31R075,I.S. 075 Frank D. Paulo,78%,98%,99%,3.99,4.66,4.38,3.54,4.56,4.35
31R078,P.S. 78,37%,41%,N/A,3.24,3.21,2.02,2.39,2.86,3.72
31R080,The Michael J. Petrides School,48%,89%,96%,4.65,3.89,4.54,3.73,3.91,3.87
31R440,New Dorp High School,30%,99%,89%,4.42,4.42,4.24,3.41,3.32,3.65
31R445,Port Richmond High School,24%,94%,73%,3.80,4.32,3.17,3.74,3.97,3.78
31R450,Curtis High School,18%,93%,75%,3.41,3.53,4.13,3.44,2.59,3.36
31R455,Tottenville High School,32%,91%,82%,2.95,2.53,3.26,3.22,2.87,2.55
31R460,Susan E. Wagner High School,41%,94%,89%,4.33,3.66,4.21,3.53,2.74,3.56
31R470,Concord High School,13%,92%,90%,3.77,4.37,3.45,3.92,3.36,3.88
31R600,Ralph R. Mckee Career And Technical Education High School,21%,88%,81%,N/A,N/A,N/A,2.86,N/A,3.20
31R605,Staten Island Technical High School,86%,98%,94%,4.44,4.03,4.55,4.55,3.60,4.25
31R607,Staten Island Yabc,11%,94%,36%,4.66,4.45,3.61,3.63,2.15,3.60
31R861,Staten Island School Of Civic Leadership,52%,71%,99%,4.13,2.94,3.87,3.58,3.86,3.19
32K045,P.S./I.S. 045 Horace E. Greene,67%,87%,100%,4.13,3.48,3.47,3.01,3.75,4.00
32K075,P.S. 075 Mayda Cortiella,25%,75%,N/A,3.30,2.18,3.35,2.22,2.43,2.71
32K086,P.S. 086 The Irvington,92%,100%,N/A,3.94,4.58,4.31,4.36,3.66,4.61
32K106,P.S. 106 Edward Everett Hale,44%,100%,N/A,3.53,3.56,3.34,2.75,2.65,3.55
32K116,P.S. 116 Elizabeth L Farrell,69%,95%,N/A,N/A,N/A,N/A,2.66,N/A,1.80
32K123,P.S. 123 Suydam,75%,100%,N/A,4.47,4.05,3.54,3.71,3.41,4.11
32K145,P.S. 145 Andrew Jackson,46%,82%,N/A,4.11,4.25,3.67,4.00,2.76,4.08
32K151,P.S. 151 Lyndon B. Johnson,78%,94%,N/A,3.93,4.33,3.90,3.74,3.72,3.83
32K162,J.H.S. 162 The Willoughby,57%,100%,96%,2.92,2.69,3.20,2.83,1.97,2.53
32K168,The Brooklyn School For Math And Research,38%,95%,91%,3.79,3.79,4.32,3.52,4.08,3.86
32K274,P.S. 274 Kosciusko,40%,100%,N/A,3.91,3.16,3.59,3.17,2.98,3.23
32K291,J.H.S. 291 Roland Hayes,50%,74%,96%,N/A,N/A,N/A,2.62,N/A,3.55
32K299,P.S. 299 Thomas Warren Field,100%,84%,N/A,4.24,3.25,3.73,2.98,3.61,3.76
32K347,I.S. 347 School Of Humanities,40%,100%,88%,4.40,3.87,4.05,3.31,2.94,4.07
32K349,"I.S. 349 Math, Science & Tech.",43%,89%,96%,N/A,N/A,N/A,3.03,N/A,3.21
32K376,P.S. 376,84%,86%,N/A,4.70,4.45,4.13,4.10,2.56,4.11
32K377,P.S. 377 Alejandrina B. De Gautier,65%,89%,97%,N/A,N/A,N/A,2.42,N/A,3.10
32K383,J.H.S. 383 Philippa Schuyler,35%,76%,92%,4.20,3.17,3.72,3.40,3.07,3.14
32K384,P.S. /I.S. 384 Frances E. Carter,73%,93%,97%,3.21,2.26,3.29,3.02,2.01,2.89
32K403,Academy For Environmental Leadership,60%,96%,90%,N/A,N/A,N/A,2.77,N/A,2.96
32K545,Ebc High School For Public Service - Bushwick,56%,44%,95%,N/A,N/A,N/A,3.49,N/A,3.58
32K549,Bushwick School For Social Justice,35%,86%,66%,3.13,3.05,3.38,2.81,3.36,3.87
32K552,Academy Of Urban Planning,75%,100%,96%,N/A,N/A,N/A,4.06,N/A,4.16
32K554,All City Leadership Secondary School,37%,100%,89%,4.78,4.67,4.62,4.44,4.23,4.66
32K556,Bushwick Leaders High School For Academic Excellence,31%,89%,86%,3.98,2.75,3.21,2.91,3.25,3.65
32K562,Evergreen Middle School For Urban Exploration,71%,97%,95%,4.05,4.52,4.02,4.18,3.41,4.19
32K564,Bushwick Community High School,52%,93%,84%,2.93,2.99,3.35,3.70,3.29,3.73
75K004,P.S. K004,65%,49%,N/A,3.99,3.33,4.20,N/A,4.06,3.28
75K036,P.S. 36,75%,80%,94%,3.47,4.21,3.89,3.53,3.57,4.06
75K053,P.S. K053,47%,93%,99%,4.17,2.94,4.26,4.40,3.17,3.66
75K077,P.S. K077,32%,49%,100%,3.78,2.55,4.04,3.52,3.38,2.93
75K140,P.S. K140,43%,77%,86%,3.40,2.74,3.70,3.17,2.96,2.59
75K141,P.S. K141,45%,68%,0%,3.50,1.87,3.76,N/A,2.86,2.76
75K231,P.S. K231,50%,69%,97%,3.67,2.46,3.93,3.80,3.89,2.82
75K368,P.S. 368,25%,82%,75%,4.13,3.37,4.32,3.15,2.74,3.20
75K369,P.S. K369 - Coy L. Cox School,25%,69%,69%,4.25,3.10,4.06,3.00,2.65,3.15
75K370,P.S. 370,26%,63%,67%,4.20,3.10,3.39,4.06,4.34,4.04
75K371,P.S. 371 - Lillian L. Rashkis,48%,90%,60%,N/A,N/A,N/A,3.21,N/A,4.12
75K372,P.S. 372 -The Children'S School,37%,68%,N/A,3.98,2.87,4.01,N/A,4.57,3.03
75K373,P.S. 373 - Brooklyn Transition Center,64%,90%,99%,4.13,3.88,4.13,3.41,3.55,3.44
75K396,P.S. K396,20%,38%,91%,4.08,3.10,4.40,4.32,N/A,N/A
75K721,P.S. K721 - Brooklyn Occupational Training Center,34%,66%,100%,3.83,2.68,4.14,3.69,3.21,3.21
75K753,P.S. K753 - School For Career Development,52%,82%,75%,4.61,4.29,4.28,2.84,3.26,3.47
75K771,P.S. K771,31%,50%,89%,4.72,4.09,4.73,4.11,3.30,4.27
75K811,P.S. K811 Connie Lekas School,21%,59%,99%,4.09,3.10,4.58,3.43,2.79,3.22
75M035,P.S. 035,22%,64%,41%,3.77,3.07,4.06,3.13,2.02,3.40
75M079,P.S. M079 - Horan School,28%,70%,99%,3.23,1.29,4.27,3.19,2.02,1.82
75M094,P.S. M094,33%,57%,86%,3.90,2.40,3.56,3.64,3.98,3.46
75M138,P.S. 138,32%,59%,89%,3.62,2.41,3.88,3.32,3.47,3.32
75M169,P.S. M169 - Robert F. Kennedy,68%,77%,94%,3.87,3.20,3.83,3.46,3.72,3.48
75M226,P.S. M226,44%,61%,92%,4.12,3.12,4.30,3.98,3.64,3.22
75M721,P.S. M721 - Manhattan Occupational Training Center,67%,50%,99%,3.15,2.65,4.13,3.65,2.62,3.50
75M751,Manhattan School For Career Development,78%,96%,96%,4.80,4.74,4.77,3.50,3.49,4.18
75M811,P.S. M811 - Mickey Mantle School,41%,58%,82%,4.35,3.23,4.12,4.40,3.72,3.85
75Q004,P.S. Q004,55%,86%,100%,4.49,4.24,4.76,4.24,3.89,4.07
75Q009,P.S. 009,21%,32%,56%,N/A,N/A,N/A,3.40,N/A,N/A
75Q023,P.S. Q023 @ Queens Children Center,21%,55%,50%,N/A,N/A,N/A,N/A,N/A,2.61
75Q075,Robert E. Peary School,25%,48%,87%,3.90,2.87,3.77,3.68,2.96,3.25
75Q177,P.S. Q177,42%,85%,100%,3.86,4.45,3.94,3.74,4.06,4.31
75Q224,P.S. Q224,46%,87%,97%,4.04,3.13,4.08,3.61,3.68,3.30
75Q233,P.S. Q233,30%,64%,97%,4.59,3.94,4.57,3.72,3.72,3.92
75Q255,P.S. Q255,46%,65%,0%,4.52,3.96,4.19,N/A,3.98,4.04
75Q256,P.S. Q256,38%,84%,68%,3.11,2.81,3.20,2.78,3.16,2.91
75Q277,The Riverview School,51%,83%,100%,3.80,2.72,4.13,3.07,3.59,2.92
75Q721,John F. Kennedy Jr. School,40%,84%,99%,4.67,4.10,4.34,3.85,3.38,4.00
75Q752,Queens Transition Center,30%,80%,83%,4.04,3.22,4.19,3.13,2.02,3.31
75Q811,P.S. Q811,38%,64%,90%,4.60,4.24,4.66,4.07,3.13,3.64
75Q993,P.S. Q993,39%,79%,98%,4.42,3.36,4.21,3.53,3.04,3.66
75R025,South Richmond High School I.S./P.S. 25,33%,81%,79%,4.57,4.36,4.60,3.41,3.30,4.02
75R037,P.S. R037,44%,70%,87%,3.95,2.25,3.03,3.94,3.81,2.56
75R373,P.S. R373,35%,55%,98%,3.89,2.68,4.66,4.34,3.72,3.50
75R721,The Richard H. Hungerford School,60%,88%,100%,4.84,4.61,4.87,4.11,4.12,4.43
75X010,P.S. X010,42%,82%,98%,4.25,3.65,4.27,4.06,3.98,3.63
75X012,P.S. X012 Lewis And Clark School,15%,38%,98%,3.05,2.15,3.69,3.53,N/A,N/A
75X017,P.S. X017,61%,94%,87%,3.51,1.95,3.65,3.50,3.13,2.48
75X168,P.S. 168,34%,74%,81%,3.98,2.21,4.18,3.27,2.91,2.74
75X176,P.S. X176,40%,61%,94%,3.64,2.89,4.40,3.62,4.15,3.47
75X186,P186X Walter J. Damrosch School,16%,59%,82%,4.04,3.34,3.81,3.49,2.70,3.12
75X188,P.S. X188,25%,67%,96%,2.54,1.50,3.80,3.33,2.40,2.51
75X352,The Vida Bogart School For All Children,40%,82%,95%,3.92,3.07,4.46,3.16,3.60,2.39
75X469,P469X - The Bronx School For Continuous Learners,6%,76%,N/A,4.00,3.84,3.52,N/A,3.98,3.56
75X721,P.S. X721 - Stephen Mcsweeney School,50%,96%,100%,4.42,4.10,3.99,3.82,3.89,4.04
75X723,P.S. 723,20%,59%,45%,3.88,3.20,3.99,3.45,3.21,3.10
75X754,J. M. Rapport School Career Development,10%,82%,63%,3.59,2.42,4.34,2.68,2.53,3.06
75X811,P.S. X811,28%,51%,99%,3.71,2.29,4.39,3.47,3.21,2.43
84K037,Beginning With Children Charter School Ii,44%,43%,N/A,4.66,4.56,4.68,3.38,3.44,4.28
84K125,Success Academy Charter School - Bed-Stuy 2,20%,42%,N/A,4.13,4.27,4.32,N/A,4.33,4.25
84K129,Success Academy Charter School - Cobble Hill,35%,10%,N/A,N/A,N/A,N/A,N/A,N/A,N/A
84K182,Success Academy Charter School - Williamsburg,6%,71%,N/A,3.50,2.89,3.98,N/A,3.66,2.73
84K333,Explore Exceed Charter School,57%,98%,77%,2.96,2.89,2.62,1.83,3.47,3.52
84K355,Williamsburg Collegiate Charter School,51%,100%,82%,3.54,3.68,3.65,3.68,3.74,3.86
84K356,Achievement First Crown Heights Charter School,44%,63%,90%,3.63,3.25,4.11,3.94,3.33,3.30
84K357,Kipp Amp Charter School,31%,57%,91%,2.09,1.88,3.09,3.16,2.74,2.35
84K358,Achievement First East New York Charter School,37%,63%,60%,4.36,4.51,4.24,4.17,3.58,4.04
84K359,The Uft Charter School,25%,93%,83%,3.87,3.62,3.64,3.29,3.48,3.82
84K360,Launch Expeditionary Learning Charter School,60%,92%,81%,3.53,3.66,3.45,4.08,3.49,3.53
84K362,Hellenic Classical Charter School,78%,100%,100%,4.73,4.65,4.90,4.40,4.39,4.51
84K367,Success Academy Charter School - Bed-Stuy 1,20%,50%,0%,4.22,4.20,4.79,N/A,3.78,3.99
84K379,Explore Excel Charter School,81%,74%,99%,3.20,3.51,3.31,3.15,2.25,3.37
84K386,Invictus Preparatory Charter School,38%,86%,93%,2.89,3.22,2.98,2.87,2.74,2.47
84K395,Roads Charter School I,4%,95%,36%,1.00,2.00,1.39,N/A,2.28,2.52
84K406,Teaching Firms Of America-Professional Preparatory Charter School,66%,87%,100%,4.41,4.43,4.34,N/A,3.88,4.45
84K417,Urban Dove Charter School,53%,100%,77%,4.02,4.20,3.32,N/A,4.34,4.06
84K473,Williamsburg Charter High School,50%,85%,73%,3.72,3.52,3.67,3.55,2.84,3.49
84K486,New Dawn Charter High School,82%,100%,61%,4.42,4.55,3.88,N/A,4.59,4.74
84K508,Achievement First Endeavor Charter School,17%,55%,91%,3.49,4.05,3.75,3.49,3.66,3.53
84K517,Leadership Prep Bedford Stuyvesant Uncommon Prep Charter School,35%,68%,29%,2.72,2.40,3.92,N/A,2.72,2.31
84K536,Community Roots Charter School,67%,82%,90%,4.37,4.42,3.83,3.82,4.87,4.07
84K538,Achievement First Bushwick Charter School,28%,78%,94%,3.93,3.81,4.48,4.31,3.36,3.61
84K593,Excellence Boys Charter School,44%,95%,78%,3.31,2.99,3.74,3.39,2.95,2.59
84K608,Kings Collegiate Charter School,82%,78%,96%,3.52,3.52,4.11,4.39,3.66,3.90
84K626,Achievement First Brownsville Charter School,23%,49%,66%,3.60,3.28,4.39,3.87,3.98,2.91
84K648,Bedford Stuyvesant Collegiate -Uncommon Collegiate Charter High School,53%,100%,94%,3.60,3.63,4.39,3.79,4.16,3.87
84K649,La Cima Charter School,41%,31%,N/A,3.41,2.86,4.41,N/A,3.21,3.50
84K651,Pave Academy Charter School,83%,0%,98%,N/A,N/A,N/A,3.38,N/A,N/A
84K652,Brooklyn Ascend Charter School,91%,98%,98%,3.06,2.80,3.16,3.70,3.73,3.19
84K680,Achievement First Aspire Charter School,17%,0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A
84K689,Citizens Of The World Charter School 1 Williamsburg,49%,97%,N/A,4.19,3.73,4.15,4.21,3.88,4.34
84K692,Citizens Of The World Charter School New York 2 Crown Heights,73%,100%,N/A,1.63,1.88,2.07,1.68,3.11,3.31
84K693,Northside Charter High School,66%,95%,90%,3.93,3.41,3.58,4.33,2.27,3.42
84K701,Brooklyn Charter School,64%,68%,N/A,3.38,3.60,3.12,2.81,3.21,3.45
84K702,Community Partnership Charter School,24%,53%,1%,2.70,2.81,3.22,N/A,3.66,3.02
84K704,Explore Charter School,42%,67%,90%,1.71,2.03,2.16,2.72,3.57,2.93
84K707,Brooklyn Prospect Charter School,39%,58%,84%,3.83,3.67,3.49,3.94,3.72,3.95
84K710,Brownsville Collegiate Charter School,37%,82%,78%,3.09,3.18,3.92,3.79,3.94,3.58
84K711,Leadership Preparatory Brownsville Charter School,45%,92%,76%,2.22,2.76,3.02,3.44,3.80,2.72
84K712,Excellence Girls Charter School,53%,73%,79%,3.69,3.40,3.25,3.45,3.86,3.02
84K724,Leadership Prep Canarsie Charter School (Leadership Prep Cs 4),71%,100%,92%,3.62,3.91,3.82,3.54,3.21,3.80
84K730,Summit Academy Charter School,47%,78%,80%,3.65,3.79,3.58,3.30,4.15,3.70
84K731,Brooklyn Excelsior Charter School,0%,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A
84K733,"Math, Engineering, And Science Academy Charter High School",46%,87%,84%,3.80,3.52,3.65,4.37,3.51,3.97
84K736,New American Academy Charter School,79%,100%,N/A,3.66,4.00,3.41,3.44,3.78,4.02
84K737,Brownsville Ascend Charter School,54%,82%,91%,3.53,3.67,3.21,3.35,2.46,3.49
84K738,New Visions Charter High School For Advanced Math And Science Iii,62%,95%,72%,3.49,3.56,3.87,4.11,3.51,3.72
84K739,New Visions Charter High School For The Humanities Iii,13%,97%,73%,2.60,2.02,2.34,2.77,2.43,2.61
84K740,Brooklyn Scholars Charter School,21%,100%,6%,3.93,3.88,3.45,N/A,3.55,3.28
84K741,Success Academy Crown Heights (Brooklyn 7),25%,47%,N/A,4.38,4.13,4.72,N/A,3.88,3.96
84K742,Explore Empower Charter School,83%,94%,96%,2.55,3.10,2.62,3.17,2.78,3.33
84K744,Coney Island Preparatory Public Charter School,26%,98%,90%,2.47,2.90,2.99,3.86,3.35,3.19
84K746,Hebrew Language Academy Charter School,78%,95%,97%,2.54,2.01,3.01,2.49,2.78,2.32
84K752,Success Academy Fort Greene (Brooklyn 5),20%,19%,N/A,N/A,N/A,N/A,N/A,N/A,N/A
84K756,Success Academy Prospect Heights (Brooklyn 6),23%,92%,N/A,2.44,2.82,3.73,N/A,4.33,3.53
84K757,Unity Prep Charter School,65%,83%,84%,3.20,3.70,3.81,3.74,3.48,3.67
84K758,Brooklyn Urban Garden Charter School,65%,100%,93%,3.50,3.61,3.28,3.51,3.98,3.11
84K759,Canarsie Ascend Charter School,54%,100%,N/A,3.00,3.18,3.45,N/A,3.55,3.25
84K766,The International Charter School Of New York,55%,58%,N/A,2.37,2.23,2.87,3.26,3.83,3.18
84K769,Hyde Leadership Charter School- Brooklyn,82%,95%,N/A,2.53,2.37,2.68,2.24,3.33,3.38
84K772,Success Academy Charter School - Bensonhurst - New York 3,35%,91%,N/A,4.69,4.42,4.71,4.64,4.16,4.11
84K774,Achievement First Apollo Charter School,28%,23%,1%,N/A,N/A,N/A,N/A,N/A,N/A
84K775,Leadership Preparatory Ocean Hill Charter School,30%,84%,78%,3.77,3.54,3.70,3.25,4.11,3.42
84K777,Ocean Hill Collegiate Charter School,40%,97%,93%,4.03,4.25,4.15,3.36,3.62,3.83
84K780,Brooklyn East Collegiate Charter School,12%,88%,80%,1.54,1.29,3.22,N/A,2.92,1.77
84K781,Success Academy Charter School - Bergen Beach - New York 4,20%,91%,N/A,3.99,3.43,4.00,4.04,3.71,3.69
84K782,Bedford Stuyvesant New Beginnings Charter School,76%,98%,97%,3.24,3.28,3.19,3.21,2.41,2.90
84K784,Achievement First North Brooklyn Prep Charter School,54%,93%,N/A,3.28,3.59,3.78,3.93,3.66,4.45
84K785,Imagine Me Leadership Charter School,58%,96%,N/A,4.85,4.66,4.34,4.20,4.11,4.50
84K788,Achievement First Linden Elementary School,29%,45%,N/A,3.69,3.83,4.46,4.25,3.66,4.13
84K789,Compass Charter School,84%,91%,N/A,3.93,2.75,3.05,2.27,4.28,4.09
84K790,Central Brooklyn Ascend Charter School,76%,96%,N/A,2.09,2.05,3.21,3.30,2.78,3.44
84K791,Brooklyn Dreams Charter School,0%,29%,80%,N/A,N/A,N/A,2.65,N/A,N/A
84K792,The Cultural Arts Academy At Spring Creek Charter School,98%,97%,N/A,3.95,3.55,2.84,2.84,4.22,3.92
84K793,Bushwick Ascend Charter School,71%,94%,51%,2.68,2.75,2.69,3.43,3.11,3.30
84K797,New Hope Academy Charter School,34%,33%,N/A,3.82,4.06,3.78,3.10,3.21,3.17
84K803,Brooklyn Lab Charter School,35%,43%,53%,1.83,2.27,2.51,2.40,2.07,2.21
84K807,Collegiate Academy For Math And Personal Awareness?Charter School,33%,64%,98%,N/A,N/A,N/A,N/A,N/A,N/A
84K876,Achievement First Voyager Charter School,32%,0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A
84K879,Brooklyn Prospect Charter School Downtown,62%,90%,92%,N/A,N/A,N/A,N/A,N/A,N/A
84K882,Success Academy Charter School - Bushwick,27%,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A
84K883,Success Academy Charter School - Bed Stuy 3,14%,86%,N/A,N/A,N/A,N/A,N/A,N/A,N/A
84K886,Success Academy Charter School - Flatbush,25%,38%,N/A,N/A,N/A,N/A,N/A,N/A,N/A
84K888,Achievement First Brooklyn High School,16%,17%,41%,N/A,N/A,N/A,3.46,N/A,N/A
84K989,Achievement First University Prep,23%,85%,36%,3.66,3.71,4.16,3.41,3.68,2.81
84M065,Democracy Prep Endurance Charter School,63%,85%,85%,4.26,4.00,3.88,3.36,3.41,3.18
84M068,Kipp Washington Heights Middle School,45%,78%,89%,3.74,3.48,4.36,4.52,4.24,3.92
84M080,Manhattan Charter School Ii,42%,89%,N/A,2.25,2.04,3.79,2.35,2.35,3.02
84M085,Global Community Charter School,83%,53%,N/A,3.09,2.76,3.11,3.79,3.44,3.00
84M100,Neighborhood Charter School Of Harlem,96%,73%,N/A,4.60,4.44,4.82,4.79,4.37,4.37
84M168,East Harlem Scholars Academy Charter School Ii,91%,96%,N/A,2.96,2.14,2.42,2.82,3.55,3.32
84M170,Success Academy Hell'S Kitchen (Manhattan 2),28%,25%,N/A,N/A,N/A,N/A,N/A,N/A,N/A
84M174,Success Academy Union Square (Manhattan 1),35%,17%,N/A,N/A,N/A,N/A,N/A,N/A,N/A
84M186,Harlem Hebrew Language Charter School,56%,100%,N/A,2.91,2.52,2.84,3.13,3.33,2.66
84M202,Great Oaks Charter School,47%,52%,91%,2.75,2.65,2.66,3.23,3.63,2.97
84M203,Amber Charter School Ii,100%,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A
84M204,Capital Preparatory (Cp) Harlem Charter School,37%,37%,80%,N/A,N/A,N/A,N/A,N/A,N/A
84M263,New York City Charter School Of The Arts,43%,36%,93%,N/A,N/A,N/A,N/A,N/A,N/A
84M265,Success Academy Charter School - Washington Heights - New York 1,22%,94%,N/A,2.93,2.80,4.11,3.98,4.14,3.14
84M279,The Opportunity Charter School,44%,82%,88%,2.16,2.14,3.25,3.21,3.62,2.25
84M284,Harlem Children'S Zone Promise Academy 1 Charter School,61%,88%,87%,2.89,2.45,2.78,3.81,2.35,2.91
84M295,School In The Square Public Charter School,68%,88%,93%,N/A,N/A,N/A,N/A,N/A,N/A
84M320,Manhattan Charter School,87%,100%,N/A,3.90,3.75,3.77,3.55,2.68,4.22
84M329,Harlem Link Charter School,43%,44%,N/A,2.32,2.00,2.10,N/A,3.33,3.07
84M330,Girls Preparatory Charter School Of New York,64%,78%,96%,2.35,1.83,2.95,2.77,3.55,2.13
84M335,Harlem Village Academy Leadership Charter School,42%,82%,88%,1.17,1.94,2.52,3.25,2.56,2.37
84M336,Kipp Infinity Charter School,39%,62%,87%,3.42,3.34,3.73,3.39,3.57,3.85
84M337,New York Center For Autism Charter School,97%,100%,N/A,4.51,4.71,4.27,N/A,4.99,4.74
84M341,Harlem Children'S Zone Promise Academy Ii Charter School,82%,89%,83%,3.55,3.14,3.05,3.69,2.84,3.39
84M350,Democracy Prep Charter School,72%,85%,93%,3.95,3.95,4.13,3.23,3.01,3.30
84M351,Success Academy Charter School - Harlem 1,0%,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A
84M353,New Heights Academy Charter School,73%,96%,91%,3.77,3.67,3.97,4.24,3.47,3.70
84M382,Dream Charter School,62%,100%,93%,3.40,3.44,2.91,3.72,4.17,3.49
84M384,Success Academy Charter School - Harlem 2,13%,20%,0%,N/A,N/A,N/A,N/A,N/A,N/A
84M385,Success Academy Charter School - Harlem 3,24%,53%,0%,4.30,3.74,4.81,N/A,3.84,3.90
84M386,Success Academy Charter School - Harlem 4,14%,39%,0%,3.75,3.89,4.70,N/A,N/A,N/A
84M388,St. Hope Leadership Academy Charter School,95%,97%,99%,4.57,4.29,4.11,4.85,3.29,4.46
84M430,The Equity Project Charter School (Tep),100%,79%,98%,4.25,4.43,4.54,4.66,3.84,4.35
84M433,Renaissance Charter High School For Innovation,71%,100%,85%,3.27,2.96,3.20,2.79,2.62,3.00
84M478,Inwood Academy For Leadership Charter School,60%,77%,87%,3.07,3.16,2.92,3.12,3.35,3.46
84M481,Democracy Prep Harlem Charter School,81%,95%,88%,2.81,2.93,3.49,3.62,3.09,2.58
84M482,Success Academy Charter School - Harlem 5,24%,19%,0%,N/A,N/A,N/A,N/A,N/A,N/A
84M483,New York French American Charter School,76%,38%,N/A,4.07,3.84,4.55,3.74,3.33,3.41
84M518,East Harlem Scholars Academy Charter School,91%,79%,90%,3.66,3.98,3.19,3.75,3.11,3.78
84M522,Broome Street Academy Charter School,46%,93%,90%,3.26,2.97,3.42,2.57,3.67,2.51
84M523,Success Academy Charter School - Upper West,42%,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A
