DBN,School Name,"Total Parent 
Response Rate",Total Teacher Response Rate,Total Student Response Rate,Collaborative Teachers Score,Effective School Leadership Score,Rigorous Instruction Score,Supportive Environment Score,Strong Family-Community Ties Score,Trust Score
09X555,MOUNT EDEN CHILDREN'S ACADEMY,95%,100%,N/A,4.30,4.43,4.49,N/A,4.40,4.27
09X564,CLAREMONT INTERNATIONAL HS,51%,79%,91%,4.81,4.44,4.30,N/A,4.11,4.42
09X568,YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX,80%,98%,93%,N/A,N/A,N/A,N/A,N/A,3.63
09X593,M.S. 593,91%,100%,98%,N/A,N/A,N/A,N/A,N/A,N/A
09X594,M.S. 594,32%,95%,84%,N/A,N/A,N/A,N/A,N/A,N/A
10X003,P.S. 3 RAUL JULIA MICRO SOCIETY,64%,93%,99%,3.95,3.84,3.45,N/A,3.55,3.41
10X007,MILTON FEIN SCHOOL,90%,96%,N/A,4.49,3.82,4.44,N/A,4.23,3.96
10X008,P.S. 008 ISAAC VARIAN,24%,86%,N/A,3.63,4.12,3.46,N/A,3.50,3.47
10X009,P.S. 9 RYER AVENUE ELEMENTARY SCHOOL,47%,100%,N/A,3.84,3.73,3.94,N/A,3.42,3.29
10X015,P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING,66%,82%,98%,3.45,3.45,3.42,N/A,3.50,3.46
10X020,"P.S./M.S. 20 P.O.GEORGE J. WERDANN, III",33%,91%,94%,2.55,2.69,2.99,N/A,2.48,1.86
10X023,P.S. 023 THE NEW CHILDREN'S SCHOOL,75%,83%,N/A,4.02,3.78,3.38,N/A,3.76,4.11
10X024,P.S. 024 SPUYTEN DUYVIL,61%,76%,N/A,3.59,3.42,3.71,N/A,3.50,2.81
10X032,P.S. 032 BELMONT,63%,90%,N/A,4.50,3.83,4.64,N/A,3.98,4.07
10X033,P.S. 033 TIMOTHY DWIGHT,9%,59%,N/A,3.66,3.82,3.60,N/A,3.38,2.54
10X037,P.S. X037 - MULTIPLE INTELLIGENCE SCHOOL,46%,91%,90%,4.72,4.23,4.44,N/A,4.10,4.48
10X045,THOMAS C. GIORDANO MIDDLE SCHOOL 45,29%,47%,87%,3.45,3.42,2.66,N/A,3.65,3.76
10X046,P.S. 046 EDGAR ALLAN POE,49%,58%,N/A,3.06,3.08,2.78,N/A,3.67,3.39
10X051,P.S. 051 BRONX NEW SCHOOL,95%,100%,N/A,4.03,3.53,4.09,N/A,4.15,3.87
10X054,P.S./I.S. 54,100%,86%,N/A,3.42,3.61,3.59,N/A,4.49,3.97
10X056,P.S. 056 NORWOOD HEIGHTS,73%,98%,N/A,4.89,4.78,4.99,N/A,4.15,4.65
10X059,P.S. 059 THE COMMUNITY SCHOOL OF TECHNOLOGY,87%,94%,N/A,3.57,3.99,3.71,N/A,3.50,3.51
10X077,BEDFORD PARK ELEMENTARY SCHOOL,45%,81%,N/A,3.77,3.55,3.56,N/A,4.23,3.81
10X080,J.H.S. 080 THE MOSHOLU PARKWAY,90%,94%,95%,3.36,3.87,3.49,N/A,3.02,3.59
10X081,P.S. 081 ROBERT J. CHRISTEN,91%,98%,N/A,4.84,4.32,4.54,N/A,4.49,4.47
10X085,P.S. 085 GREAT EXPECTATIONS,62%,67%,N/A,2.87,3.19,3.42,N/A,3.08,2.90
10X086,P.S. 086 KINGSBRIDGE HEIGHTS,40%,100%,81%,4.69,4.44,4.20,N/A,4.23,4.23
10X091,P.S. 091 BRONX,75%,71%,N/A,2.54,2.80,3.07,N/A,3.47,2.35
10X094,P.S. 094 KINGS COLLEGE SCHOOL,39%,72%,N/A,3.31,3.42,3.29,N/A,3.89,3.56
10X095,P.S. 095 SHEILA MENCHER,82%,37%,98%,3.93,3.58,3.76,N/A,3.72,3.29
10X118,J.H.S. 118 WILLIAM W. NILES,50%,83%,91%,2.00,2.82,3.11,N/A,1.89,2.29
10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141),27%,90%,91%,3.38,3.30,3.39,N/A,3.44,2.96
10X159,P.S. 159 LUIS MUNOZ MARIN BILING,75%,100%,N/A,4.23,3.44,3.12,N/A,4.66,4.90
10X205,P.S. 205 FIORELLO LAGUARDIA,78%,99%,N/A,3.73,3.25,3.42,N/A,3.84,3.78
10X206,I.S. 206 ANN MERSEREAU,100%,94%,96%,3.29,3.47,3.58,N/A,4.14,4.11
10X207,P.S. 207,83%,88%,N/A,3.04,3.30,2.89,N/A,3.55,3.07
10X209,P.S. 209,89%,91%,N/A,4.49,3.99,4.79,N/A,4.40,4.01
10X213,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,40%,50%,49%,2.74,2.76,3.11,N/A,3.53,2.43
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,36%,68%,72%,3.54,3.62,3.22,N/A,3.22,3.57
10X226,P.S. 226,80%,80%,N/A,3.45,3.04,3.65,N/A,3.33,2.75
10X228,JONAS BRONCK ACADEMY,93%,86%,99%,N/A,N/A,N/A,N/A,N/A,4.18
10X237,"THE MARIE CURIE SCHOOL FOR MEDICINE, NURSING, AND HEALTH PROFESSIONS",8%,88%,64%,3.19,2.51,3.57,N/A,2.42,2.56
10X243,WEST BRONX ACADEMY FOR THE FUTURE,38%,92%,87%,3.50,3.45,2.68,N/A,3.71,3.65
10X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,56%,92%,84%,3.71,4.22,3.67,N/A,3.44,4.12
10X246,P.S. 246 POE CENTER,46%,79%,N/A,3.07,2.86,2.76,N/A,3.89,2.80
10X254,I.S. 254,50%,90%,91%,3.24,3.36,2.62,N/A,3.62,3.58
10X264,BRONX ACADEMY FOR SOFTWARE ENGINEERING (BASE),5%,79%,75%,N/A,N/A,N/A,N/A,N/A,4.03
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,48%,100%,89%,3.01,2.91,2.47,N/A,3.51,4.01
10X279,"P.S. 279 CAPTAIN MANUEL RIVERA, JR.",73%,100%,99%,4.59,4.16,4.11,N/A,4.18,4.49
10X280,P.S./M.S. 280 MOSHOLU PARKWAY,51%,91%,85%,4.13,3.88,3.57,N/A,3.81,3.60
10X284,BRONX SCHOOL OF LAW AND FINANCE,7%,79%,14%,3.43,3.89,2.77,N/A,2.96,4.09
10X291,P.S. 291,94%,100%,N/A,3.95,4.45,3.74,N/A,4.49,4.58
10X306,P.S. 306,58%,85%,N/A,3.06,3.37,2.78,N/A,3.76,3.70
10X307,LUISA PINEIRO FUENTES SCHOOL OF SCIENCE AND DISCOVERY,100%,94%,N/A,3.53,3.54,3.47,N/A,3.93,3.92
10X308,BRONX DANCE ACADEMY SCHOOL,39%,55%,95%,3.47,3.48,3.27,N/A,3.32,3.42
10X310,P.S. 310 MARBLE HILL,56%,96%,N/A,N/A,N/A,N/A,N/A,N/A,3.52
10X315,P.S. 315 LAB SCHOOL,60%,100%,100%,4.60,4.16,4.23,N/A,3.98,4.04
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH SCHOOL,16%,100%,75%,3.58,3.94,3.69,N/A,3.70,4.22
10X331,THE BRONX SCHOOL OF YOUNG LEADERS,49%,100%,95%,4.09,4.03,3.99,N/A,3.97,4.07
10X340,P.S. 340,85%,100%,N/A,4.79,4.10,4.80,N/A,4.23,4.75
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,98%,100%,97%,4.01,3.67,2.92,N/A,3.57,3.59
10X344,AMPARK NEIGHBORHOOD,82%,96%,N/A,3.90,3.73,3.73,N/A,4.27,4.29
10X351,BRONX COLLABORATIVE HIGH SCHOOL,17%,91%,51%,3.16,3.51,3.50,N/A,4.11,3.53
10X353,WORLD VIEW HIGH SCHOOL,21%,83%,25%,4.57,4.59,3.65,N/A,4.24,3.99
10X360,P.S. 360,26%,98%,N/A,3.82,3.46,3.69,N/A,3.50,3.45
10X363,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,85%,100%,99%,3.85,4.10,3.95,N/A,3.85,4.28
10X368,IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368),40%,79%,95%,3.36,3.40,3.92,N/A,3.23,3.16
10X374,KNOWLEDGE AND POWER PREPARATORY ACADEMY INTERNATIONAL HIGH SCHOOL (KAPPA),56%,95%,91%,4.40,3.68,4.38,N/A,4.27,4.05
10X382,"ELEMENTARY SCHOOL FOR MATH, SCIENCE, AND TECHNOLOGY",87%,95%,N/A,3.77,3.74,3.67,N/A,3.59,3.87
10X386,SCHOOL FOR ENVIRONMENTAL CITIZENSHIP,83%,84%,N/A,2.99,3.54,3.53,N/A,3.16,2.75
10X390,M.S. 390,55%,55%,81%,3.59,3.40,3.25,N/A,4.17,3.79
10X391,THE ANGELO PATRI MIDDLE SCHOOL,47%,69%,80%,2.31,2.78,2.17,N/A,3.00,2.28
10X396,P.S. 396,44%,95%,N/A,4.55,4.02,3.55,N/A,4.15,4.04
10X397,ENGLISH LANGUAGE LEARNERS AND INTERNATIONAL SUPPORT PREPARATORY ACADEMY (ELLIS),15%,96%,84%,3.68,4.00,3.99,N/A,4.36,3.98
10X433,HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS,37%,100%,73%,3.75,3.82,3.59,N/A,3.56,3.99
10X434,BELMONT PREPARATORY HIGH SCHOOL,36%,68%,87%,3.38,3.74,3.60,N/A,3.27,3.98
10X437,FORDHAM HIGH SCHOOL FOR THE ARTS,35%,100%,96%,4.45,3.85,4.81,N/A,3.89,3.42
10X438,FORDHAM LEADERSHIP ACADEMY,36%,100%,77%,3.91,3.75,3.49,N/A,3.64,3.42
10X439,BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE,33%,78%,83%,4.17,4.05,3.96,N/A,3.81,3.69
10X440,DEWITT CLINTON HIGH SCHOOL,6%,73%,56%,3.43,3.38,2.26,N/A,2.64,3.42
10X442,"CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, THE",47%,75%,99%,N/A,N/A,N/A,N/A,N/A,3.67
10X445,THE BRONX HIGH SCHOOL OF SCIENCE,46%,75%,90%,4.33,4.60,4.41,N/A,3.85,3.91
10X447,CRESTON ACADEMY,83%,93%,99%,4.37,3.91,3.98,N/A,3.82,4.00
10X459,EAST FORDHAM ACADEMY FOR THE ARTS,16%,48%,98%,2.44,2.14,2.77,N/A,2.34,3.70
10X477,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES,46%,100%,95%,4.31,3.82,4.43,N/A,3.80,4.21
10X503,WALTON YABC,11%,89%,50%,3.62,3.81,3.15,N/A,3.44,3.76
10X504,KENNEDY YABC,28%,63%,59%,4.56,4.84,4.43,N/A,4.99,4.91
10X524,CROTONA INTERNATIONAL HIGH SCHOOL,84%,96%,87%,3.72,3.32,3.07,N/A,4.27,4.03
10X546,BRONX THEATRE HIGH SCHOOL,48%,92%,84%,2.25,2.57,3.05,N/A,1.55,1.78
10X549,DISCOVERY HIGH SCHOOL,25%,80%,39%,4.55,4.88,4.80,N/A,4.72,4.12
10X565,HIGH SCHOOL FOR ENERGY AND TECHNOLOGY,32%,97%,80%,3.47,3.87,3.47,N/A,3.69,3.14
10X668,DEWITT CLINTON CAMPUS YABC,61%,100%,61%,3.93,3.87,3.72,N/A,4.00,3.56
10X696,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,51%,81%,97%,4.43,3.90,4.48,N/A,3.43,4.07
11X016,P.S. 016 WAKEFIELD,29%,100%,N/A,3.64,3.58,3.58,N/A,3.67,3.92
11X019,P.S. 019 JUDITH K. WEISS,50%,100%,98%,4.03,3.68,3.93,N/A,3.76,3.66
11X021,P.S. 021 PHILIP H. SHERIDAN,21%,78%,N/A,3.19,3.23,2.38,N/A,2.74,2.86
11X041,P.S. 041 GUN HILL ROAD,63%,85%,N/A,4.40,4.06,4.30,N/A,3.72,4.02
11X068,P.S. 068 BRONX,50%,80%,N/A,2.64,3.13,2.70,N/A,3.76,2.87
11X076,P.S. 076 THE BENNINGTON SCHOOL,49%,85%,N/A,4.30,3.55,3.81,N/A,4.06,3.93
11X078,P.S. 078 ANNE HUTCHINSON,90%,100%,N/A,3.64,3.33,2.96,N/A,1.89,2.51
11X083,P.S. 083 DONALD HERTZ,33%,73%,93%,N/A,N/A,N/A,N/A,N/A,3.71
11X087,P.S. 087 BRONX,50%,64%,N/A,3.54,3.60,3.24,N/A,3.67,3.96
11X089,P.S. 089 BRONX,36%,94%,95%,3.58,2.95,2.90,N/A,3.25,3.71
11X096,P.S. 096 RICHARD RODGERS,63%,92%,N/A,3.41,3.34,3.48,N/A,3.98,4.00
11X097,P.S. 097 BRONX,46%,42%,N/A,3.33,3.37,3.66,N/A,3.89,3.02
11X103,P.S. 103 HECTOR FONTANEZ,38%,98%,N/A,3.07,3.55,3.47,N/A,3.59,3.67
11X105,P.S. 105 SEN ABRAHAM BERNSTEIN,56%,99%,N/A,3.95,4.06,3.69,N/A,3.47,3.42
11X106,P.S. 106 PARKCHESTER,57%,97%,N/A,3.64,3.62,3.65,N/A,3.59,3.85
11X108,P.S. 108 PHILIP J. ABINANTI,60%,76%,N/A,3.52,3.63,3.60,N/A,3.89,3.03
11X111,P.S. 111 SETON FALLS,27%,53%,N/A,2.49,2.66,2.28,N/A,2.68,2.00
11X112,P.S. 112 BRONXWOOD,34%,61%,N/A,3.60,3.64,2.54,N/A,3.08,3.66
11X121,P.S. 121 THROOP,48%,87%,N/A,2.85,2.76,2.99,N/A,3.33,2.59
11X127,J.H.S. 127 THE CASTLE HILL,40%,98%,90%,3.67,3.73,3.41,N/A,1.85,3.50
11X144,J.H.S. 144 MICHELANGELO,56%,88%,91%,4.01,4.19,4.04,N/A,3.71,4.26
11X153,P.S. 153 HELEN KELLER,44%,84%,N/A,N/A,N/A,N/A,N/A,N/A,3.62
11X160,P.S. 160 WALT DISNEY,50%,88%,N/A,2.28,2.74,2.16,N/A,3.25,2.25
11X169,BAYCHESTER ACADEMY,77%,71%,N/A,N/A,N/A,N/A,N/A,N/A,3.95
11X175,P.S. 175 CITY ISLAND,58%,100%,98%,3.47,3.51,4.39,N/A,4.23,3.90
11X178,P.S. 178 - DR. SELMAN WAKSMAN,71%,89%,N/A,3.42,3.08,2.99,N/A,3.08,2.48
11X180,M.S. 180 DR. DANIEL HALE WILLIAMS,39%,59%,93%,2.88,3.52,3.27,N/A,4.23,2.65
11X181,I.S. 181 PABLO CASALS,63%,86%,93%,4.41,4.53,4.34,N/A,3.30,3.69
11X189,CORNERSTONE ACADEMY FOR SOCIAL ACTION,66%,75%,N/A,3.42,4.42,3.31,N/A,4.06,4.22
11X194,P.S./M.S. 194,45%,98%,97%,3.73,4.01,4.62,N/A,3.38,3.39
11X249,BRONX HEALTH SCIENCES HIGH SCHOOL,15%,90%,93%,4.18,3.54,3.49,N/A,3.67,3.08
11X253,BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION ARTS,28%,92%,61%,3.97,3.88,3.64,N/A,4.06,4.36
11X265,BRONX LAB SCHOOL,11%,97%,49%,3.62,3.66,3.13,N/A,4.09,3.95
11X270,ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP: A COLLEGE BOARD SCHOOL,31%,84%,82%,3.50,3.69,2.97,N/A,4.27,3.42
11X275,HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY,29%,97%,84%,3.62,3.57,3.04,N/A,2.24,3.34
11X287,NORTH BRONX SCHOOL OF EMPOWERMENT,22%,91%,72%,2.40,1.84,2.61,N/A,2.40,1.98
11X288,COLLEGIATE INSTITUTE FOR MATH AND SCIENCE,11%,92%,76%,3.49,3.60,3.44,N/A,3.44,2.94
11X290,BRONX ACADEMY OF HEALTH CAREERS,69%,100%,91%,3.37,4.34,2.64,N/A,4.75,3.55
11X299,ASTOR COLLEGIATE ACADEMY,10%,100%,76%,2.95,3.14,2.81,N/A,3.36,2.88
11X326,BRONX GREEN MIDDLE SCHOOL,59%,100%,88%,3.47,3.42,3.98,N/A,3.38,3.85
11X355,BRONX ALLIANCE MIDDLE SCHOOL,40%,100%,87%,3.19,3.60,3.21,N/A,3.28,3.27
11X357,YOUNG VOICES ACADEMY OF THE BRONX,98%,91%,N/A,3.88,4.04,3.65,N/A,4.15,4.03
11X370,LEADERS OF TOMORROW,56%,56%,5%,4.15,4.01,3.62,N/A,3.03,3.09
11X417,C COLUMBUS HS YABC,23%,70%,45%,3.47,3.15,3.95,N/A,4.55,4.28
11X418,BRONX HIGH SCHOOL FOR THE VISUAL ARTS,28%,100%,87%,2.98,3.12,2.76,N/A,3.26,2.77
11X455,HARRY S TRUMAN HIGH SCHOOL,12%,45%,48%,3.64,3.02,3.61,N/A,N/A,N/A
11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL (CASA),75%,67%,82%,3.24,3.87,4.00,N/A,2.87,3.43
11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEMENT,49%,89%,99%,4.12,3.63,3.97,N/A,3.97,4.04
11X481,THE STEAM BRIDGE SCHOOL,74%,100%,N/A,4.63,4.48,4.85,N/A,4.23,4.20
11X483,THE MATILDA AVENUE SCHOOL,90%,100%,N/A,4.86,4.58,4.17,N/A,4.49,4.55
11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,99%,89%,99%,4.09,3.97,4.06,N/A,4.32,4.03
11X508,BRONXDALE HIGH SCHOOL,57%,100%,90%,3.99,3.92,4.32,N/A,4.01,4.38
11X509,HIGH SCHOOL OF LANGUAGE AND INNOVATION,81%,75%,81%,4.13,3.53,3.43,N/A,2.81,3.21
11X513,NEW WORLD HIGH SCHOOL,62%,93%,96%,N/A,N/A,N/A,N/A,N/A,3.85
11X514,THE BRONXWOOD PREPARATORY ACADEMY,18%,79%,86%,4.25,4.09,3.73,N/A,3.96,3.89
11X529,ONE WORLD MIDDLE SCHOOL AT EDENWALD,43%,97%,99%,4.58,4.19,4.72,N/A,3.74,4.21
11X532,BAYCHESTER MIDDLE SCHOOL,66%,88%,99%,2.64,3.10,3.42,N/A,3.44,2.79
11X542,PELHAM PREPARATORY ACADEMY,20%,90%,80%,3.78,3.63,3.37,N/A,3.54,3.15
11X544,HIGH SCHOOL FOR CONTEMPORARY ARTS,17%,90%,46%,3.85,4.04,2.87,N/A,3.93,3.64
11X545,BRONX AEROSPACE HIGH SCHOOL,25%,79%,58%,4.09,4.24,4.10,N/A,3.31,2.59
11X556,BRONX PARK MIDDLE SCHOOL,70%,95%,98%,4.39,4.52,3.67,N/A,3.38,4.47
11X566,PELHAM GARDENS MIDDLE SCHOOL,73%,95%,95%,3.90,3.89,3.80,N/A,3.64,3.76
11X567,LINDEN TREE ELEMENTARY SCHOOL,66%,94%,N/A,2.73,2.78,2.47,N/A,3.76,3.17
12X006,P.S. 006 WEST FARMS,100%,98%,N/A,3.73,3.83,3.77,N/A,3.84,4.38
12X044,P.S. 044 DAVID C. FARRAGUT,41%,89%,N/A,3.27,3.06,2.59,N/A,3.59,3.15
12X047,P.S. 047 JOHN RANDOLPH,96%,92%,N/A,3.84,3.46,3.75,N/A,3.59,3.92
12X057,P.S. 057 CRESCENT,95%,89%,N/A,2.07,2.82,2.23,N/A,3.53,2.64
12X061,P.S. 061 FRANCISCO OLLER,73%,100%,N/A,3.61,3.80,2.65,N/A,4.01,4.08
12X066,P.S. 066 SCHOOL OF HIGHER EXPECTATIONS,70%,89%,N/A,2.79,2.99,3.25,N/A,3.47,2.75
12X067,P.S. 067 MOHEGAN SCHOOL,53%,100%,N/A,3.08,3.24,3.36,N/A,3.42,2.67
12X098,J.H.S. 098 HERMAN RIDDER,93%,92%,83%,2.91,2.98,1.97,N/A,3.69,3.77
12X129,M.S. 129 ACADEMY FOR INDEPENDENT LEARNING AND LEADERSHIP,53%,87%,84%,4.05,4.15,4.06,N/A,3.91,4.24
12X134,P.S. 134 GEORGE F. BRISTOW,55%,93%,N/A,4.29,3.62,3.68,N/A,4.06,4.07
12X150,P.S. 150 CHARLES JAMES FOX,69%,88%,N/A,3.49,3.48,2.78,N/A,3.67,3.68
12X190,E.S.M.T- I.S. 190,91%,100%,95%,3.37,3.32,3.19,N/A,2.86,2.94
12X195,P.S. 195,68%,40%,N/A,3.65,3.56,3.60,N/A,3.67,3.82
12X196,P.S. 196,66%,38%,N/A,2.89,3.00,3.13,N/A,3.42,3.15
12X211,P.S. 211,59%,78%,89%,1.98,2.27,2.30,N/A,2.65,1.93
12X212,P.S. 212,89%,100%,N/A,2.77,3.14,2.31,N/A,3.19,3.73
12X214,P.S. 214,72%,99%,98%,4.00,3.82,3.59,N/A,3.13,3.15
12X217,SCHOOL OF PERFORMING ARTS,93%,100%,81%,2.99,2.97,2.62,N/A,3.99,2.47
12X242,MOTT HALL V,50%,98%,84%,3.12,3.20,3.28,N/A,3.15,3.32
12X248,"METROPOLITAN HIGH SCHOOL, THE",17%,82%,46%,1.91,2.26,1.80,N/A,2.28,1.88
12X251,EXPLORATIONS ACADEMY H.S.,37%,90%,78%,2.67,2.76,3.33,N/A,3.47,3.01
12X267,BRONX LATIN,52%,85%,68%,N/A,N/A,N/A,N/A,N/A,3.52
12X271,EAST BRONX ACADEMY FOR THE FUTURE,10%,25%,48%,N/A,N/A,N/A,N/A,N/A,N/A
12X273,FREDERICK DOUGLASS ACADEMY V. MIDDLE SCHOOL,33%,50%,92%,1.96,2.68,2.32,N/A,2.23,2.44
12X286,FANNIE LOU HAMER MIDDLE SCHOOL,69%,96%,85%,3.70,3.88,3.46,N/A,3.60,3.72
12X300,THE SCHOOL OF SCIENCE AND APPLIED LEARNING,68%,78%,N/A,3.34,3.38,2.55,N/A,4.10,4.07
12X314,FAIRMONT NEIGHBORHOOD SCHOOL,32%,69%,N/A,2.25,2.59,2.13,N/A,3.36,2.80
12X316,KAPPA III,70%,100%,99%,3.31,4.14,3.97,N/A,3.82,3.65
12X318,"I.S. X318 MATH, SCIENCE & TECHNOLOGY THROUGH ARTS",72%,93%,97%,3.96,3.88,3.59,N/A,3.47,4.14
12X341,ACCION ACADEMY,72%,87%,94%,3.11,3.00,3.20,N/A,3.13,3.55
12X383,EMOLIOR ACADEMY,63%,96%,97%,3.28,3.64,3.40,N/A,3.43,3.82
12X388,PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE,97%,100%,91%,4.73,4.53,4.87,N/A,4.34,4.23
12X428,MONROE ACADEMY YABC,45%,72%,34%,4.23,4.13,3.73,N/A,2.65,4.56
12X446,ARTURO A. SCHOMBURG SATELLITE ACADEMY BRONX,85%,100%,92%,3.59,3.73,3.04,N/A,3.97,4.40
12X458,SAMARA COMMUNITY SCHOOL,100%,86%,N/A,4.79,4.63,3.95,N/A,4.83,4.53
12X463,URBAN SCHOLARS COMMUNITY SCHOOL,68%,87%,N/A,4.01,3.91,3.75,N/A,4.10,4.00
12X478,THE CINEMA SCHOOL,52%,95%,82%,3.51,3.52,3.38,N/A,3.28,3.47
12X479,BRONX CAREER AND COLLEGE PREPARATORY HIGH SCHOOL,24%,86%,69%,3.16,3.25,2.38,N/A,3.47,2.64
12X480,BRONX REGIONAL HIGH SCHOOL,8%,93%,64%,2.93,2.80,1.97,N/A,3.47,2.64
12X511,BRONX ENVISION ACADEMY,34%,100%,72%,4.11,4.05,3.89,N/A,3.92,3.74
12X521,THE METROPOLITAN SOUNDVIEW HIGH SCHOOL,26%,94%,72%,3.22,4.36,3.17,N/A,4.21,3.78
12X531,ARCHER ELEMENTARY SCHOOL,36%,74%,N/A,2.81,3.48,3.83,N/A,4.06,3.46
12X536,P.S. 536,95%,97%,N/A,4.24,3.98,3.69,N/A,4.15,3.64
12X550,HIGH SCHOOL OF WORLD CULTURES,88%,97%,94%,3.08,2.80,2.84,N/A,3.99,4.00
12X595,P.S. 595,75%,94%,N/A,N/A,N/A,N/A,N/A,N/A,N/A
12X682,FANNIE LOU HAMER FREEDOM HIGH SCHOOL,57%,95%,78%,3.95,4.30,4.05,N/A,4.84,4.70
12X684,WINGS ACADEMY,19%,59%,78%,3.19,3.45,2.89,N/A,2.94,2.65
12X691,BRONX LITTLE SCHOOL,100%,100%,N/A,3.75,3.83,4.04,N/A,4.01,4.04
13K003,P.S. 003 THE BEDFORD VILLAGE,53%,97%,N/A,3.02,3.06,2.71,N/A,3.33,2.87
13K008,P.S. 008 ROBERT FULTON,69%,85%,93%,N/A,N/A,N/A,N/A,N/A,3.57
13K009,P.S. 009 TEUNIS G. BERGEN,54%,55%,N/A,3.93,4.11,3.48,N/A,4.06,3.57
13K011,P.S. 011 PURVIS J. BEHAN,87%,100%,N/A,N/A,N/A,N/A,N/A,N/A,3.25
13K020,P.S. 020 CLINTON HILL,50%,100%,N/A,3.65,3.94,4.13,N/A,4.57,4.47
13K044,P.S. 044 MARCUS GARVEY,100%,92%,N/A,3.71,3.83,3.70,N/A,3.93,3.91
13K046,P.S. 046 EDWARD C. BLUM,63%,89%,N/A,4.23,2.95,3.15,N/A,3.89,3.50
13K054,P.S. 054 SAMUEL C. BARNES,58%,100%,N/A,3.61,3.72,2.79,N/A,4.18,3.63
13K056,P.S. 056 LEWIS H. LATIMER,74%,68%,N/A,3.02,2.94,2.41,N/A,3.84,3.83
13K067,P.S. 067 CHARLES A. DORSEY,77%,90%,N/A,3.98,3.98,3.31,N/A,4.01,4.61
13K093,P.S. 093 WILLIAM H. PRESCOTT,99%,90%,N/A,3.45,3.58,3.47,N/A,4.18,4.20
13K113,M.S. 113 RONALD EDMONDS LEARNING CENTER,22%,80%,85%,3.60,3.72,3.55,N/A,3.98,3.78
13K133,P.S. 133 WILLIAM A. BUTLER,58%,96%,N/A,4.09,4.16,4.12,N/A,4.15,3.58
13K256,P.S. 256 BENJAMIN BANNEKER,59%,100%,N/A,3.26,2.54,2.68,N/A,3.50,3.77
13K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS,11%,72%,69%,3.09,3.25,3.06,N/A,4.07,3.84
13K266,M.S. K266 - PARK PLACE COMMUNITY MIDDLE SCHOOL,21%,57%,88%,3.10,3.25,3.21,N/A,4.15,2.11
13K270,P.S. 270 JOHANN DEKALB,28%,79%,N/A,2.47,2.75,2.56,N/A,3.42,3.27
13K282,P.S. 282 PARK SLOPE,33%,83%,100%,3.19,2.94,2.86,N/A,3.42,3.22
13K287,P.S. 287 BAILEY K. ASHFORD,91%,86%,N/A,2.56,2.74,2.54,N/A,3.67,2.75
13K301,SATELLITE EAST MIDDLE SCHOOL,48%,75%,83%,2.50,3.16,2.42,N/A,4.09,2.46
13K305,P.S. 305 DR. PETER RAY,83%,86%,N/A,3.71,3.69,2.99,N/A,4.27,4.58
13K307,P.S. 307 DANIEL HALE WILLIAMS,32%,68%,N/A,3.36,2.84,3.25,N/A,3.42,2.52
13K313,DOCK STREET SCHOOL FOR STEAM STUDIES,43%,91%,96%,2.59,2.84,3.35,N/A,2.44,1.88
13K350,URBAN ASSEMBLY SCHOOL FOR MUSIC AND ART,23%,73%,41%,4.12,3.93,3.07,N/A,4.55,4.21
13K351,THE URBAN ASSEMBLY UNISON SCHOOL,64%,100%,97%,3.59,4.09,2.24,N/A,4.15,3.93
13K412,BROOKLYN COMMUNITY ARTS & MEDIA HIGH SCHOOL (BCAM),33%,91%,88%,3.92,3.99,3.61,N/A,4.21,3.82
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOLOGY AND THE CREATIVE ARTS",20%,97%,84%,3.54,3.25,2.91,N/A,3.82,2.25
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,58%,90%,73%,3.87,4.21,4.25,N/A,1.60,3.41
