DBN,School Name,"Total Parent 
Response Rate",Total Teacher Response Rate,Total Student Response Rate,Collaborative Teachers Score,Effective School Leadership Score,Rigorous Instruction Score,Supportive Environment Score,Strong Family-Community Ties Score,Trust Score
09X403,BRONX INTERNATIONAL HIGH SCHOOL,61%,77%,74%,N/A,N/A,N/A,N/A,N/A,2.75
09X404,SCHOOL FOR EXCELLENCE,9%,92%,57%,2.67,2.63,2.29,N/A,2.77,3.23
09X412,BRONX HIGH SCHOOL OF BUSINESS,24%,100%,87%,N/A,N/A,N/A,N/A,N/A,3.40
09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,26%,100%,99%,3.47,3.69,2.85,N/A,3.02,3.92
09X443,THE FAMILY SCHOOL,63%,95%,N/A,4.67,4.08,4.37,N/A,3.81,4.36
09X449,GRANT AVENUE ELEMENTARY SCHOOL,95%,88%,N/A,N/A,N/A,N/A,N/A,N/A,4.11
09X454,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,66%,100%,92%,4.47,4.57,4.60,N/A,3.87,4.68
09X457,SHERIDAN ACADEMY FOR YOUNG LEADERS,74%,50%,N/A,N/A,N/A,N/A,N/A,N/A,3.24
09X505,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",70%,83%,87%,3.23,3.56,2.76,N/A,2.83,3.64
09X517,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,81%,100%,81%,3.67,3.69,4.03,N/A,3.43,3.82
09X525,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,6%,47%,44%,2.53,2.66,3.20,N/A,N/A,N/A
09X543,HIGH SCHOOL FOR VIOLIN AND DANCE,16%,80%,57%,3.59,3.80,2.85,N/A,3.72,4.07
09X555,MOUNT EDEN CHILDREN'S ACADEMY,100%,100%,N/A,4.50,4.25,4.09,N/A,4.34,4.26
09X564,CLAREMONT INTERNATIONAL HS,51%,90%,94%,4.55,3.43,4.31,N/A,3.10,4.12
09X568,YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX,80%,97%,93%,4.48,4.23,3.86,N/A,3.94,3.84
10X003,P.S. 3 RAUL JULIA MICRO SOCIETY,79%,96%,96%,4.22,3.81,3.48,N/A,3.53,3.53
10X007,MILTON FEIN SCHOOL,75%,96%,N/A,4.35,3.49,4.38,N/A,3.89,3.90
10X008,P.S. 008 ISAAC VARIAN,24%,89%,N/A,4.38,3.57,3.93,N/A,3.33,3.74
10X009,P.S. 9 RYER AVENUE ELEMENTARY SCHOOL,67%,94%,N/A,3.91,3.68,3.81,N/A,2.91,3.44
10X015,P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING,71%,100%,100%,3.57,3.50,3.63,N/A,3.71,3.73
10X020,"P.S./M.S. 20 P.O.GEORGE J. WERDANN, III",40%,84%,89%,2.33,2.68,3.10,N/A,2.06,2.08
10X023,P.S. 023 THE NEW CHILDREN'S SCHOOL,47%,77%,N/A,3.47,3.61,3.03,N/A,3.42,3.83
10X024,P.S. 024 SPUYTEN DUYVIL,73%,73%,N/A,N/A,N/A,N/A,N/A,N/A,1.77
10X032,P.S. 032 BELMONT,58%,86%,N/A,4.32,3.64,4.46,N/A,3.59,4.07
10X033,P.S. 033 TIMOTHY DWIGHT,77%,71%,N/A,3.18,3.75,3.73,N/A,2.70,2.57
10X037,P.S. X037 - MULTIPLE INTELLIGENCE SCHOOL,42%,86%,84%,4.77,4.16,4.46,N/A,3.98,4.42
10X045,THOMAS C. GIORDANO MIDDLE SCHOOL 45,34%,37%,86%,3.55,3.44,2.54,N/A,3.08,3.89
10X046,P.S. 046 EDGAR ALLAN POE,47%,53%,N/A,3.00,3.16,2.61,N/A,2.65,3.13
10X051,P.S. 051 BRONX NEW SCHOOL,87%,100%,N/A,3.85,3.65,4.15,N/A,3.89,4.01
10X054,P.S./I.S. 54,100%,69%,N/A,3.86,3.79,3.60,N/A,3.98,3.99
10X056,P.S. 056 NORWOOD HEIGHTS,74%,100%,N/A,4.63,4.33,4.91,N/A,3.89,4.52
10X059,P.S. 059 THE COMMUNITY SCHOOL OF TECHNOLOGY,100%,93%,N/A,3.61,4.22,3.78,N/A,4.01,3.42
10X077,BEDFORD PARK ELEMENTARY SCHOOL,77%,92%,N/A,3.55,3.39,3.52,N/A,3.47,3.38
10X080,J.H.S. 080 THE MOSHOLU PARKWAY,53%,100%,94%,3.19,3.68,3.54,N/A,2.62,3.15
10X081,P.S. 081 ROBERT J. CHRISTEN,100%,100%,N/A,4.65,4.06,4.47,N/A,4.40,4.16
10X085,P.S. 085 GREAT EXPECTATIONS,48%,88%,N/A,N/A,N/A,N/A,N/A,N/A,3.82
10X086,P.S. 086 KINGSBRIDGE HEIGHTS,36%,98%,76%,4.60,4.36,4.10,N/A,3.72,4.09
10X091,P.S. 091 BRONX,83%,77%,N/A,2.48,2.75,3.26,N/A,2.70,2.30
10X094,P.S. 094 KINGS COLLEGE SCHOOL,43%,59%,N/A,3.41,3.48,3.30,N/A,3.53,3.86
10X095,P.S. 095 SHEILA MENCHER,81%,30%,97%,N/A,N/A,N/A,N/A,N/A,3.62
10X118,J.H.S. 118 WILLIAM W. NILES,45%,91%,88%,2.12,2.74,3.21,N/A,2.14,2.49
10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141),27%,66%,82%,3.33,3.26,3.24,N/A,3.83,3.11
10X159,P.S. 159 LUIS MUNOZ MARIN BILING,82%,100%,N/A,4.02,3.35,3.02,N/A,4.55,4.76
10X205,P.S. 205 FIORELLO LAGUARDIA,82%,96%,N/A,N/A,N/A,N/A,N/A,N/A,3.70
10X206,I.S. 206 ANN MERSEREAU,95%,100%,94%,2.98,3.42,3.34,N/A,3.98,4.09
10X207,P.S. 207,81%,92%,N/A,N/A,N/A,N/A,N/A,N/A,2.69
10X209,P.S. 209,88%,92%,N/A,4.42,4.30,4.87,N/A,3.98,3.98
10X213,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,37%,60%,60%,3.35,3.49,3.05,N/A,4.20,2.59
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,17%,94%,86%,N/A,N/A,N/A,N/A,N/A,3.11
10X226,P.S. 226,69%,97%,N/A,N/A,N/A,N/A,N/A,N/A,2.72
10X228,JONAS BRONCK ACADEMY,95%,100%,98%,4.65,4.49,4.78,N/A,3.80,4.10
10X237,"THE MARIE CURIE SCHOOL FOR MEDICINE, NURSING, AND HEALTH PROFESSIONS",13%,100%,79%,3.06,2.62,3.47,N/A,2.16,2.65
10X243,WEST BRONX ACADEMY FOR THE FUTURE,32%,76%,88%,3.56,3.56,2.62,N/A,3.13,3.74
10X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,34%,95%,89%,3.74,4.15,3.61,N/A,3.97,4.01
10X246,P.S. 246 POE CENTER,31%,78%,N/A,2.85,2.93,2.67,N/A,3.46,2.97
10X254,I.S. 254,39%,20%,23%,N/A,N/A,N/A,N/A,N/A,N/A
10X264,BRONX ACADEMY FOR SOFTWARE ENGINEERING (BASE),16%,89%,59%,4.40,3.42,3.39,N/A,2.59,3.93
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,60%,100%,95%,2.97,2.80,2.41,N/A,3.24,3.98
10X279,"P.S. 279 CAPTAIN MANUEL RIVERA, JR.",58%,100%,99%,N/A,N/A,N/A,N/A,N/A,4.27
10X280,P.S./M.S. 280 MOSHOLU PARKWAY,49%,79%,91%,4.61,3.85,4.41,N/A,3.77,4.15
10X284,BRONX SCHOOL OF LAW AND FINANCE,8%,43%,24%,3.24,3.47,2.63,N/A,N/A,N/A
10X291,P.S. 291,100%,98%,N/A,3.99,4.75,3.78,N/A,4.70,4.53
10X306,P.S. 306,66%,83%,N/A,2.48,3.22,2.52,N/A,3.41,3.19
10X307,LUISA PINEIRO FUENTES SCHOOL OF SCIENCE AND DISCOVERY,60%,74%,N/A,3.50,3.52,3.51,N/A,3.47,3.47
10X308,BRONX DANCE ACADEMY SCHOOL,43%,26%,92%,N/A,N/A,N/A,N/A,2.73,3.40
10X310,P.S. 310 MARBLE HILL,72%,95%,N/A,3.82,3.07,3.91,N/A,3.36,3.14
10X315,P.S. 315 LAB SCHOOL,65%,94%,100%,4.57,4.43,4.48,N/A,4.00,3.99
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH SCHOOL,32%,100%,77%,3.62,3.89,3.50,N/A,3.40,4.00
10X331,THE BRONX SCHOOL OF YOUNG LEADERS,55%,100%,86%,4.46,4.31,4.03,N/A,4.11,4.38
10X340,P.S. 340,89%,100%,N/A,4.55,4.08,4.01,N/A,3.67,4.48
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,99%,100%,99%,N/A,N/A,N/A,N/A,N/A,3.74
10X344,AMPARK NEIGHBORHOOD,68%,86%,N/A,N/A,N/A,N/A,N/A,N/A,4.30
10X351,BRONX COLLABORATIVE HIGH SCHOOL,19%,84%,58%,3.52,3.67,3.55,N/A,3.51,3.48
10X353,WORLD VIEW HIGH SCHOOL,20%,83%,39%,4.55,4.00,3.69,N/A,3.82,4.17
10X360,P.S. 360,46%,95%,N/A,3.65,3.48,3.57,N/A,2.99,3.80
10X363,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,87%,100%,100%,N/A,N/A,N/A,N/A,N/A,4.01
10X368,IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368),47%,96%,92%,N/A,N/A,N/A,N/A,N/A,2.87
10X374,KNOWLEDGE AND POWER PREPARATORY ACADEMY INTERNATIONAL HIGH SCHOOL (KAPPA),57%,95%,93%,4.32,3.54,4.20,N/A,4.28,4.06
10X382,"ELEMENTARY SCHOOL FOR MATH, SCIENCE, AND TECHNOLOGY",85%,100%,N/A,3.40,3.77,3.55,N/A,2.74,3.85
10X386,SCHOOL FOR ENVIRONMENTAL CITIZENSHIP,100%,92%,N/A,3.44,3.82,3.55,N/A,2.65,3.27
10X390,M.S. 390,74%,58%,80%,3.51,3.91,3.52,N/A,4.28,3.87
10X391,THE ANGELO PATRI MIDDLE SCHOOL,48%,91%,88%,N/A,N/A,N/A,N/A,N/A,2.62
10X396,P.S. 396,49%,89%,N/A,4.57,3.93,3.94,N/A,3.44,3.87
10X397,ENGLISH LANGUAGE LEARNERS AND INTERNATIONAL SUPPORT PREPARATORY ACADEMY (ELLIS),20%,83%,81%,3.64,4.12,3.81,N/A,3.41,3.78
10X433,HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS,20%,82%,77%,3.62,3.70,3.56,N/A,3.87,3.65
10X434,BELMONT PREPARATORY HIGH SCHOOL,45%,73%,84%,3.28,3.64,3.62,N/A,2.06,3.39
10X437,FORDHAM HIGH SCHOOL FOR THE ARTS,38%,100%,92%,4.22,3.48,4.60,N/A,3.75,3.49
10X438,FORDHAM LEADERSHIP ACADEMY,58%,93%,71%,N/A,N/A,N/A,N/A,N/A,3.72
10X439,BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE,32%,83%,84%,N/A,N/A,N/A,N/A,N/A,3.78
10X440,DEWITT CLINTON HIGH SCHOOL,6%,76%,19%,N/A,N/A,N/A,N/A,N/A,1.40
10X442,"CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, THE",28%,76%,91%,4.25,2.99,3.52,N/A,3.89,3.54
10X445,BRONX HIGH SCHOOL OF SCIENCE,44%,84%,93%,3.57,3.94,4.01,N/A,4.10,3.97
10X447,CRESTON ACADEMY,93%,84%,98%,3.91,3.32,3.92,N/A,3.51,3.49
10X459,EAST FORDHAM ACADEMY FOR THE ARTS,33%,38%,98%,2.76,2.04,2.76,N/A,2.34,3.28
10X477,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES,55%,97%,97%,4.43,3.59,4.49,N/A,3.90,4.43
10X503,WALTON YABC,5%,100%,54%,3.94,4.35,3.92,N/A,4.64,4.40
10X504,KENNEDY YABC,11%,52%,20%,4.48,4.35,3.14,N/A,3.11,4.12
10X524,CROTONA INTERNATIONAL HIGH SCHOOL,70%,100%,83%,3.87,3.48,3.12,N/A,3.63,3.99
10X546,BRONX THEATRE HIGH SCHOOL,37%,92%,71%,2.32,2.64,2.78,N/A,1.59,1.86
10X549,DISCOVERY HIGH SCHOOL,21%,66%,37%,4.66,4.87,4.78,N/A,3.94,4.37
10X565,HIGH SCHOOL FOR ENERGY AND TECHNOLOGY,35%,100%,76%,3.24,3.80,3.21,N/A,3.59,3.00
10X668,DEWITT CLINTON CAMPUS YABC,64%,100%,78%,3.92,4.10,3.63,N/A,4.17,4.16
10X696,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,50%,88%,95%,4.65,4.56,4.55,N/A,4.29,4.23
11X016,P.S. 016 WAKEFIELD,40%,100%,N/A,N/A,N/A,N/A,N/A,N/A,3.41
11X019,P.S. 019 JUDITH K. WEISS,40%,88%,98%,4.18,3.73,4.06,N/A,3.87,3.81
11X021,P.S. 021 PHILIP H. SHERIDAN,17%,77%,N/A,3.39,3.13,2.43,N/A,1.63,2.27
11X041,P.S. 041 GUN HILL ROAD,100%,91%,N/A,4.55,4.51,4.41,N/A,4.40,4.47
11X068,P.S. 068 BRONX,28%,69%,N/A,2.33,2.72,2.63,N/A,3.08,2.15
11X076,P.S. 076 THE BENNINGTON SCHOOL,45%,81%,N/A,3.70,3.05,3.34,N/A,3.64,3.71
11X078,P.S. 078 ANNE HUTCHINSON,99%,94%,N/A,3.77,3.49,2.94,N/A,2.57,3.21
11X083,P.S. 083 DONALD HERTZ,39%,96%,62%,4.22,3.52,3.51,N/A,3.83,3.53
11X087,P.S. 087 BRONX,69%,56%,N/A,2.99,3.45,2.88,N/A,2.85,3.37
11X089,P.S. 089 BRONX,38%,94%,99%,3.70,3.06,2.88,N/A,2.82,3.87
11X096,P.S. 096 RICHARD RODGERS,57%,89%,N/A,3.56,3.36,3.66,N/A,3.53,4.03
11X097,P.S. 097 BRONX,43%,65%,N/A,3.51,3.18,3.66,N/A,3.29,2.81
11X103,P.S. 103 HECTOR FONTANEZ,28%,91%,N/A,3.20,3.55,3.55,N/A,2.91,3.55
11X105,P.S. 105 SEN ABRAHAM BERNSTEIN,56%,100%,N/A,4.08,4.16,3.89,N/A,3.13,3.64
11X106,P.S. 106 PARKCHESTER,58%,95%,N/A,3.79,3.68,3.66,N/A,3.59,4.12
11X108,P.S. 108 PHILIP J. ABINANTI,58%,48%,N/A,N/A,N/A,N/A,N/A,N/A,3.24
11X111,P.S. 111 SETON FALLS,43%,41%,N/A,2.47,2.70,2.34,N/A,1.83,2.48
11X112,P.S. 112 BRONXWOOD,15%,71%,N/A,N/A,N/A,N/A,N/A,N/A,3.28
11X121,P.S. 121 THROOP,71%,100%,N/A,N/A,N/A,N/A,N/A,N/A,2.57
11X127,J.H.S. 127 THE CASTLE HILL,51%,55%,89%,4.09,3.91,3.63,N/A,2.87,3.61
11X144,J.H.S. 144 MICHELANGELO,53%,90%,86%,3.98,4.19,4.19,N/A,3.94,4.53
11X153,P.S. 153 HELEN KELLER,72%,100%,N/A,2.62,2.20,3.72,N/A,3.53,2.96
11X160,P.S. 160 WALT DISNEY,34%,93%,N/A,2.96,2.89,2.24,N/A,2.94,2.75
11X169,BAYCHESTER ACADEMY,76%,92%,N/A,4.31,3.76,4.81,N/A,3.54,3.84
11X175,P.S. 175 CITY ISLAND,45%,96%,79%,3.47,3.51,4.35,N/A,3.94,3.51
11X178,P.S. 178 - DR. SELMAN WAKSMAN,41%,86%,N/A,3.76,3.32,3.36,N/A,3.15,2.77
11X180,M.S. 180 DR. DANIEL HALE WILLIAMS,42%,29%,89%,N/A,N/A,N/A,N/A,N/A,2.97
11X181,I.S. 181 PABLO CASALS,42%,90%,87%,4.31,4.02,4.78,N/A,3.54,3.70
11X189,CORNERSTONE ACADEMY FOR SOCIAL ACTION,59%,73%,N/A,4.21,4.01,4.14,N/A,4.08,3.72
11X194,P.S./M.S. 194,59%,95%,99%,3.73,4.05,4.65,N/A,3.04,3.50
11X249,BRONX HEALTH SCIENCES HIGH SCHOOL,23%,80%,68%,4.22,3.53,3.40,N/A,2.55,2.81
11X253,BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION ARTS,22%,88%,59%,3.85,3.83,3.75,N/A,3.88,4.25
11X265,BRONX LAB SCHOOL,30%,100%,84%,3.25,3.38,2.86,N/A,3.45,3.10
11X270,ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP: A COLLEGE BOARD SCHOOL,11%,80%,52%,N/A,N/A,N/A,N/A,N/A,3.21
11X275,HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY,20%,95%,86%,N/A,N/A,N/A,N/A,N/A,3.13
11X287,NORTH BRONX SCHOOL OF EMPOWERMENT,24%,87%,80%,2.73,2.56,2.74,N/A,2.06,2.25
11X288,COLLEGIATE INSTITUTE FOR MATH AND SCIENCE,16%,82%,65%,3.63,3.68,3.55,N/A,3.44,3.35
11X290,BRONX ACADEMY OF HEALTH CAREERS,10%,83%,59%,3.29,4.20,2.46,N/A,3.02,2.82
11X299,ASTOR COLLEGIATE ACADEMY,13%,75%,75%,3.08,3.40,2.67,N/A,3.53,2.60
11X326,BRONX GREEN MIDDLE SCHOOL,54%,96%,92%,3.53,3.51,3.57,N/A,3.42,4.01
11X355,BRONX ALLIANCE MIDDLE SCHOOL,37%,94%,75%,1.84,2.65,2.44,N/A,2.64,2.37
11X357,YOUNG VOICES ACADEMY OF THE BRONX,92%,92%,N/A,3.98,4.13,3.81,N/A,4.25,4.43
11X370,LEADERS OF TOMORROW,46%,95%,80%,N/A,N/A,N/A,N/A,N/A,3.92
11X417,C COLUMBUS HS YABC,31%,96%,57%,3.41,3.70,3.86,N/A,4.64,4.52
11X418,BRONX HIGH SCHOOL FOR THE VISUAL ARTS,26%,79%,80%,2.83,2.97,2.70,N/A,3.06,2.41
11X455,HARRY S TRUMAN HIGH SCHOOL,15%,63%,54%,3.58,2.98,3.51,N/A,3.15,3.52
11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL (CASA),79%,57%,77%,N/A,N/A,N/A,N/A,N/A,4.22
11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEMENT,72%,97%,99%,4.25,3.30,4.13,N/A,3.49,3.63
11X481,THE STEAM BRIDGE SCHOOL,82%,86%,N/A,3.98,4.46,4.37,N/A,3.89,3.22
11X483,THE MATILDA AVENUE SCHOOL,91%,100%,N/A,N/A,N/A,N/A,N/A,N/A,4.80
11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,81%,89%,99%,3.79,4.19,4.09,N/A,4.20,4.44
11X508,BRONXDALE HIGH SCHOOL,37%,100%,91%,4.80,4.55,4.47,N/A,4.06,4.40
11X509,HIGH SCHOOL OF LANGUAGE AND INNOVATION,77%,69%,83%,3.94,3.60,3.42,N/A,3.30,3.52
11X513,NEW WORLD HIGH SCHOOL,57%,92%,97%,4.35,3.77,4.46,N/A,2.89,3.72
11X514,THE BRONXWOOD PREPARATORY ACADEMY,11%,75%,79%,3.96,3.72,3.79,N/A,1.93,2.65
11X529,ONE WORLD MIDDLE SCHOOL AT EDENWALD,43%,100%,100%,4.58,4.38,4.81,N/A,4.03,4.38
11X532,BAYCHESTER MIDDLE SCHOOL,56%,92%,65%,3.02,3.43,3.52,N/A,3.27,2.59
11X542,PELHAM PREPARATORY ACADEMY,24%,90%,86%,3.92,3.54,3.59,N/A,3.51,3.59
11X544,HIGH SCHOOL FOR CONTEMPORARY ARTS,17%,79%,54%,3.89,4.08,2.78,N/A,3.68,4.06
11X545,BRONX AEROSPACE HIGH SCHOOL,40%,97%,80%,N/A,N/A,N/A,N/A,N/A,3.08
11X556,BRONX PARK MIDDLE SCHOOL,43%,100%,97%,N/A,N/A,N/A,N/A,N/A,4.33
11X566,PELHAM GARDENS MIDDLE SCHOOL,85%,100%,94%,4.23,3.91,4.03,N/A,3.44,4.06
11X567,LINDEN TREE ELEMENTARY SCHOOL,55%,86%,N/A,2.86,2.79,2.39,N/A,3.58,2.76
12X006,P.S. 006 WEST FARMS,49%,87%,N/A,3.78,3.69,3.52,N/A,3.28,3.89
12X044,P.S. 044 DAVID C. FARRAGUT,36%,89%,N/A,2.41,2.56,2.30,N/A,3.24,2.66
12X047,P.S. 047 JOHN RANDOLPH,100%,94%,N/A,3.65,3.38,3.70,N/A,3.59,4.02
12X057,P.S. 057 CRESCENT,82%,96%,N/A,N/A,N/A,N/A,N/A,N/A,2.60
12X061,P.S. 061 FRANCISCO OLLER,70%,78%,N/A,3.76,3.85,2.67,N/A,3.56,4.15
12X066,P.S. 066 SCHOOL OF HIGHER EXPECTATIONS,87%,74%,N/A,2.36,2.88,2.90,N/A,3.74,2.77
12X067,P.S. 067 MOHEGAN SCHOOL,59%,83%,N/A,3.68,3.70,3.66,N/A,3.05,3.35
12X092,P.S. 092 BRONX,19%,46%,N/A,N/A,N/A,N/A,N/A,N/A,N/A
12X098,J.H.S. 098 HERMAN RIDDER,85%,100%,86%,3.01,2.91,2.06,N/A,3.89,3.92
12X129,M.S. 129 ACADEMY FOR INDEPENDENT LEARNING AND LEADERSHIP,63%,88%,87%,4.12,4.18,4.04,N/A,3.59,4.54
12X134,P.S. 134 GEORGE F. BRISTOW,65%,96%,N/A,3.51,3.27,3.34,N/A,3.87,3.33
12X150,P.S. 150 CHARLES JAMES FOX,67%,85%,N/A,3.76,3.67,2.86,N/A,3.45,3.96
12X190,E.S.M.T- I.S. 190,92%,100%,97%,3.41,3.27,3.27,N/A,2.77,3.07
12X195,P.S. 195,64%,59%,N/A,3.62,3.54,3.48,N/A,2.57,3.66
12X196,P.S. 196,70%,48%,N/A,2.37,2.94,3.11,N/A,2.40,2.47
12X211,P.S. 211,76%,87%,94%,N/A,N/A,N/A,N/A,N/A,2.32
12X212,P.S. 212,60%,100%,91%,N/A,N/A,N/A,N/A,N/A,2.61
12X214,P.S. 214,54%,94%,83%,3.92,3.77,3.67,N/A,2.62,3.36
12X217,SCHOOL OF PERFORMING ARTS,81%,88%,93%,N/A,N/A,N/A,N/A,N/A,2.15
12X242,MOTT HALL V,57%,95%,86%,4.01,3.03,4.27,N/A,3.30,3.29
12X248,"METROPOLITAN HIGH SCHOOL, THE",11%,83%,43%,1.73,1.94,1.96,N/A,1.77,1.63
12X251,EXPLORATIONS ACADEMY H.S.,28%,96%,74%,N/A,N/A,N/A,N/A,N/A,3.45
12X267,BRONX LATIN,63%,98%,71%,3.61,2.34,3.89,N/A,2.93,2.57
12X271,EAST BRONX ACADEMY FOR THE FUTURE,10%,52%,54%,3.72,4.15,3.43,N/A,2.98,2.83
12X273,FREDERICK DOUGLASS ACADEMY V. MIDDLE SCHOOL,50%,87%,84%,1.91,2.80,2.39,N/A,2.45,2.79
12X286,FANNIE LOU HAMER MIDDLE SCHOOL,73%,100%,95%,N/A,N/A,N/A,N/A,N/A,3.33
12X300,THE SCHOOL OF SCIENCE AND APPLIED LEARNING,57%,90%,N/A,3.29,3.36,2.56,N/A,3.36,3.61
12X314,FAIRMONT NEIGHBORHOOD SCHOOL,73%,52%,N/A,2.45,2.44,2.13,N/A,3.14,2.10
12X316,KAPPA III,69%,100%,95%,3.75,2.70,4.09,N/A,3.56,3.18
12X318,"I.S. X318 MATH, SCIENCE & TECHNOLOGY THROUGH ARTS",87%,100%,98%,3.25,3.28,3.39,N/A,3.52,3.16
12X321,CROTONA ACADEMY HIGH SCHOOL,23%,92%,62%,N/A,N/A,N/A,N/A,N/A,N/A
12X341,ACCION ACADEMY,29%,77%,97%,N/A,N/A,N/A,N/A,N/A,2.80
12X372,URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION,4%,0%,13%,N/A,N/A,N/A,N/A,N/A,N/A
12X383,EMOLIOR ACADEMY,60%,96%,95%,3.06,3.19,3.34,N/A,3.20,2.94
12X384,ENTRADA ACADEMY,58%,76%,94%,N/A,N/A,N/A,N/A,N/A,N/A
12X388,PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE,91%,100%,96%,4.84,4.76,4.97,N/A,4.29,4.45
12X428,MONROE ACADEMY YABC,13%,81%,39%,4.28,4.65,3.82,N/A,2.62,4.12
12X446,ARTURO A. SCHOMBURG SATELLITE ACADEMY BRONX,56%,100%,88%,3.63,3.78,3.22,N/A,4.03,4.50
12X458,SAMARA COMMUNITY SCHOOL,100%,76%,N/A,4.27,3.71,3.57,N/A,4.32,4.23
12X463,URBAN SCHOLARS COMMUNITY SCHOOL,75%,94%,N/A,4.15,3.99,3.78,N/A,3.88,4.55
12X478,THE CINEMA SCHOOL,36%,96%,97%,2.65,2.90,3.26,N/A,2.61,3.06
12X479,BRONX CAREER AND COLLEGE PREPARATORY HIGH SCHOOL,28%,92%,62%,3.50,3.40,2.61,N/A,3.48,3.73
12X480,BRONX REGIONAL HIGH SCHOOL,7%,86%,46%,N/A,N/A,N/A,N/A,N/A,3.26
12X511,BRONX ENVISION ACADEMY,25%,81%,74%,N/A,N/A,N/A,N/A,N/A,3.35
12X521,THE METROPOLITAN SOUNDVIEW HIGH SCHOOL,12%,74%,55%,3.50,4.00,3.07,N/A,4.06,3.57
12X531,ARCHER ELEMENTARY SCHOOL,66%,92%,N/A,N/A,N/A,N/A,N/A,N/A,4.29
12X536,P.S. 536,90%,90%,N/A,4.56,3.98,3.61,N/A,3.63,3.88
12X550,HIGH SCHOOL OF WORLD CULTURES,87%,91%,81%,2.71,2.40,2.56,N/A,3.42,3.63
12X682,FANNIE LOU HAMER FREEDOM HIGH SCHOOL,57%,94%,70%,3.80,4.13,3.99,N/A,4.51,4.28
12X684,WINGS ACADEMY,24%,52%,78%,3.67,3.48,2.83,N/A,3.08,2.83
12X691,BRONX LITTLE SCHOOL,98%,100%,N/A,N/A,N/A,N/A,N/A,N/A,4.23
13K003,P.S. 003 THE BEDFORD VILLAGE,52%,100%,N/A,2.94,3.02,2.41,N/A,3.50,3.13
13K008,P.S. 008 ROBERT FULTON,49%,88%,83%,4.30,3.43,4.25,N/A,3.97,3.42
13K009,P.S. 009 TEUNIS G. BERGEN,66%,58%,N/A,4.00,4.23,3.36,N/A,4.31,3.75
13K011,P.S. 011 PURVIS J. BEHAN,76%,64%,N/A,3.82,3.51,4.45,N/A,4.62,3.44
13K020,P.S. 020 CLINTON HILL,50%,100%,N/A,3.70,3.92,4.18,N/A,4.46,4.20
13K044,P.S. 044 MARCUS GARVEY,94%,60%,N/A,N/A,N/A,N/A,N/A,N/A,3.58
13K046,P.S. 046 EDWARD C. BLUM,68%,93%,N/A,4.69,3.90,3.64,N/A,3.50,3.68
13K054,P.S. 054 SAMUEL C. BARNES,63%,100%,N/A,3.07,3.33,2.46,N/A,3.71,3.19
13K056,P.S. 056 LEWIS H. LATIMER,89%,73%,N/A,3.08,2.79,2.71,N/A,3.84,3.16
13K067,P.S. 067 CHARLES A. DORSEY,62%,100%,N/A,3.90,3.92,3.31,N/A,3.58,4.26
13K093,P.S. 093 WILLIAM H. PRESCOTT,58%,82%,N/A,3.56,3.56,3.18,N/A,3.19,3.90
13K113,M.S. 113 RONALD EDMONDS LEARNING CENTER,15%,85%,88%,3.32,3.64,3.41,N/A,3.95,3.73
13K133,P.S. 133 WILLIAM A. BUTLER,67%,88%,N/A,4.03,4.04,4.02,N/A,4.06,3.38
13K256,P.S. 256 BENJAMIN BANNEKER,39%,78%,N/A,N/A,N/A,N/A,N/A,N/A,3.37
13K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS,11%,79%,59%,2.90,3.27,2.99,N/A,3.56,3.82
